timestamp,rpm_value
1704064004400,5073
1704064004500,810
1704064004600,320
1704064004700,4922
1704064004800,4949
1704064004900,6415
1704064005000,5395
1704064005100,2563
1704064005200,3363
1704064005300,2731
1704064005400,4561
1704064005500,1162
1704064005600,91
1704064005700,2612
1704064005800,6217
1704064005900,3989
1704064006000,6490
1704064006100,5374
1704064006200,188
1704064006300,2723
1704064006400,6222
1704064006500,743
1704064006600,2146
1704064006700,6267
1704064006800,5542
1704064006900,302
1704064007000,2333
1704064007100,2972
1704064007200,1958
1704064007300,4064
1704064007400,1466
1704064007500,4490
1704064007600,1666
1704064007700,4745
1704064007800,2816
1704064007900,4594
1704064008000,5294
1704064008100,2794
1704064008200,3540
1704064008300,402
1704064008400,5026
1704064008500,5431
1704064008600,2205
1704064008700,5336
1704064008800,4713
1704064008900,1242
1704064009000,1371
1704064009100,1271
1704064009200,6789
1704064009300,3516
1704064009400,2181
1704064009500,3828
1704064009600,5718
1704064009700,2806
1704064009800,1571
1704064009900,1550
1704064010000,4939
1704064010100,1013
1704064010200,5695
1704064010300,5657
1704064010400,57
1704064010500,1874
1704064010600,80
1704064010700,6232
1704064010800,3302
1704064010900,3018
1704064011000,86
1704064011100,2679
1704064011200,4360
1704064011300,5306
1704064011400,267
1704064011500,5024
1704064011600,1153
1704064011700,3904
1704064011800,611
1704064011900,1452
1704064012000,5292
1704064012100,1567
1704064012200,5809
1704064012300,5803
1704064012400,4472
1704064012500,2289
1704064012600,3456
1704064012700,955
1704064012800,5255
1704064012900,4572
1704064013000,2364
1704064013100,6633
1704064013200,4558
1704064013300,690
1704064013400,1759
1704064013500,2158
1704064013600,4976
1704064013700,2051
1704064013800,5840
1704064013900,4725
1704064014000,4130
1704064014100,3229
1704064014200,3824
1704064014300,2915
1704064014400,5581
1704064014500,538
1704064014600,6534
1704064014700,5550
1704064014800,3518
1704064014900,2662
1704064015000,252
1704064015100,4103
1704064015200,3108
1704064015300,1554
1704064015400,2634
1704064015500,1459
1704064015600,6313
1704064015700,1444
1704064015800,6331
1704064015900,5506
1704064016000,6335
1704064016100,6736
1704064016200,129
1704064016300,5573
1704064016400,61
1704064016500,13
1704064016600,5859
1704064016700,1947
1704064016800,1994
1704064016900,487
1704064017000,3538
1704064017100,6178
1704064017200,1147
1704064017300,3035
1704064017400,6637
1704064017500,297
1704064017600,6240
1704064017700,5660
1704064017800,5055
1704064017900,4989
1704064018000,1306
1704064018100,6195
1704064018200,1261
1704064018300,3766
1704064018400,6444
1704064018500,3817
1704064018600,2062
1704064018700,6133
1704064018800,4474
1704064018900,5368
1704064019000,6429
1704064019100,747
1704064019200,4438
1704064019300,6455
1704064019400,6533
1704064019500,3445
1704064019600,2099
1704064019700,5533
1704064019800,3461
1704064019900,5563
1704064020000,3723
1704064020100,3182
1704064020200,2356
1704064020300,5345
1704064020400,6465
1704064020500,2287
1704064020600,2195
1704064020700,6356
1704064020800,1478
1704064020900,6961
1704064021000,3183
1704064021100,326
1704064021200,4424
1704064021300,2968
1704064021400,3452
1704064021500,854
1704064021600,4504
1704064021700,1855
1704064021800,3918
1704064021900,6256
1704064022000,4983
1704064022100,70
1704064022200,5644
1704064022300,5992
1704064022400,5051
1704064022500,1099
1704064022600,2936
1704064022700,3822
1704064022800,458
1704064022900,1913
1704064023000,3479
1704064023100,6009
1704064023200,4093
1704064023300,2912
1704064023400,3917
1704064023500,2904
1704064023600,5834
1704064023700,2536
1704064023800,315
1704064023900,5861
1704064024000,6004
1704064024100,3113
1704064024200,3091
1704064024300,5290
1704064024400,6171
1704064024500,1471
1704064024600,2079
1704064024700,4742
1704064024800,5034
1704064024900,2694
1704064025000,4104
1704064025100,1562
1704064025200,1988
1704064025300,5172
1704064025400,5396
1704064025500,1177
1704064025600,6806
1704064025700,5038
1704064025800,1593
1704064025900,1465
1704064026000,5909
1704064026100,4023
1704064026200,434
1704064026300,2450
1704064026400,5789
1704064026500,5404
1704064026600,3186
1704064026700,4910
1704064026800,3388
1704064026900,5919
1704064027000,2819
1704064027100,4
1704064027200,2714
1704064027300,1204
1704064027400,6900
1704064027500,2654
1704064027600,4353
1704064027700,3139
1704064027800,2708
1704064027900,5703
1704064028000,757
1704064028100,271
1704064028200,2978
1704064028300,4182
1704064028400,4636
1704064028500,3532
1704064028600,6478
1704064028700,348
1704064028800,6347
1704064028900,1920
1704064029000,4512
1704064029100,1149
1704064029200,1
1704064029300,3819
1704064029400,6739
1704064029500,6984
1704064029600,4666
1704064029700,1885
1704064029800,6280
1704064029900,2691
1704064030000,1506
1704064030100,4894
1704064030200,5728
1704064030300,5374
1704064030400,1892
1704064030500,1730
1704064030600,1570
1704064030700,995
1704064030800,396
1704064030900,3916
1704064031000,5636
1704064031100,4209
1704064031200,4710
1704064031300,445
1704064031400,1740
1704064031500,5144
1704064031600,5118
1704064031700,6691
1704064031800,825
1704064031900,1279
1704064032000,5449
1704064032100,384
1704064032200,3768
1704064032300,3538
1704064032400,784
1704064032500,1245
1704064032600,3706
1704064032700,2496
1704064032800,6492
1704064032900,3781
1704064033000,4155
1704064033100,6028
1704064033200,1001
1704064033300,623
1704064033400,1951
1704064033500,2284
1704064033600,693
1704064033700,930
1704064033800,4397
1704064033900,4833
1704064034000,4523
1704064034100,488
1704064034200,6132
1704064034300,2194
1704064034400,2756
1704064034500,5558
1704064034600,250
1704064034700,2049
1704064034800,2359
1704064034900,1656
1704064035000,159
1704064035100,5831
1704064035200,4636
1704064035300,4508
1704064035400,4986
1704064035500,6787
1704064035600,2279
1704064035700,5460
1704064035800,2991
1704064035900,4867
1704064036000,779
1704064036100,3810
1704064036200,4937
1704064036300,876
1704064036400,3487
1704064036500,6439
1704064036600,1929
1704064036700,2402
1704064036800,1764
1704064036900,6916
1704064037000,131
1704064037100,6125
1704064037200,262
1704064037300,5079
1704064037400,5617
1704064037500,3282
1704064037600,1525
1704064037700,924
1704064037800,5450
1704064037900,410
1704064038000,83
1704064038100,2363
1704064038200,4888
1704064038300,988
1704064038400,4372
1704064038500,3425
1704064038600,6866
1704064038700,1485
1704064038800,668
1704064038900,3909
1704064039000,529
1704064039100,1625
1704064039200,2640
1704064039300,1080
1704064039400,3205
1704064039500,1309
1704064039600,6928
1704064039700,3883
1704064039800,2228
1704064039900,2925
1704064040000,3248
1704064040100,3171
1704064040200,6190
1704064040300,1813
1704064040400,5017
1704064040500,873
1704064040600,6782
1704064040700,5002
1704064040800,564
1704064040900,5029
1704064041000,1240
1704064041100,6664
1704064041200,4149
1704064041300,4418
1704064041400,4367
1704064041500,1141
1704064041600,3024
1704064041700,4259
1704064041800,3196
1704064041900,2258
1704064042000,4382
1704064042100,1098
1704064042200,685
1704064042300,4710
1704064042400,5317
1704064042500,1808
1704064042600,264
1704064042700,4724
1704064042800,56
1704064042900,6035
1704064043000,4659
1704064043100,6904
1704064043200,1786
1704064043300,3507
1704064043400,833
1704064043500,496
1704064043600,5131
1704064043700,4654
1704064043800,4752
1704064043900,5309
1704064044000,1139
1704064044100,3282
1704064044200,4647
1704064044300,6057
1704064044400,2625
1704064044500,4321
1704064044600,1221
1704064044700,5475
1704064044800,5884
1704064044900,287
1704064045000,1711
1704064045100,3861
1704064045200,1276
1704064045300,804
1704064045400,4590
1704064045500,1530
1704064045600,3847
1704064045700,5502
1704064045800,4682
1704064045900,4369
1704064046000,6439
1704064046100,2647
1704064046200,1162
1704064046300,5578
1704064046400,5972
1704064046500,6154
1704064046600,4860
1704064046700,4076
1704064046800,4743
1704064046900,1441
1704064047000,4132
1704064047100,187
1704064047200,824
1704064047300,1569
1704064047400,1521
1704064047500,599
1704064047600,2027
1704064047700,5657
1704064047800,187
1704064047900,680
1704064048000,2830
1704064048100,1345
1704064048200,3007
1704064048300,5090
1704064048400,3821
1704064048500,240
1704064048600,1669
1704064048700,959
1704064048800,1019
1704064048900,1632
1704064049000,2648
1704064049100,5191
1704064049200,2251
1704064049300,5082
1704064049400,6549
1704064049500,2429
1704064049600,5078
1704064049700,3777
1704064049800,3374
1704064049900,2486
1704064050000,1365
1704064050100,4634
1704064050200,2349
1704064050300,2751
1704064050400,2660
1704064050500,136
1704064050600,2252
1704064050700,6145
1704064050800,4505
1704064050900,2661
1704064051000,762
1704064051100,319
1704064051200,4746
1704064051300,2991
1704064051400,924
1704064051500,4402
1704064051600,4486
1704064051700,6865
1704064051800,2295
1704064051900,5872
1704064052000,1486
1704064052100,2437
1704064052200,1408
1704064052300,1484
1704064052400,4439
1704064052500,415
1704064052600,3839
1704064052700,6534
1704064052800,1068
1704064052900,4596
1704064053000,2806
1704064053100,1388
1704064053200,3781
1704064053300,2648
1704064053400,4574
1704064053500,5603
1704064053600,2696
1704064053700,105
1704064053800,2212
1704064053900,3393
1704064054000,3411
1704064054100,3012
1704064054200,6358
1704064054300,4105
1704064054400,1270
1704064054500,5001
1704064054600,4103
1704064054700,254
1704064054800,4743
1704064054900,4248
1704064055000,4174
1704064055100,4948
1704064055200,3399
1704064055300,4099
1704064055400,6813
1704064055500,5710
1704064055600,3045
1704064055700,5476
1704064055800,2783
1704064055900,3023
1704064056000,6779
1704064056100,6801
1704064056200,1242
1704064056300,858
1704064056400,5168
1704064056500,3574
1704064056600,4430
1704064056700,58
1704064056800,785
1704064056900,890
1704064057000,3390
1704064057100,1888
1704064057200,6628
1704064057300,4954
1704064057400,4473
1704064057500,5643
1704064057600,5940
1704064057700,2588
1704064057800,109
1704064057900,120
1704064058000,6406
1704064058100,5083
1704064058200,6456
1704064058300,6422
1704064058400,2600
1704064058500,2865
1704064058600,2062
1704064058700,6575
1704064058800,4943
1704064058900,3000
1704064059000,2400
1704064059100,6843
1704064059200,2744
1704064059300,4174
1704064059400,5838
1704064059500,450
1704064059600,6529
1704064059700,4561
1704064059800,3729
1704064059900,4476
1704064060000,3913
1704064060100,3267
1704064060200,5266
1704064060300,1242
1704064060400,6478
1704064060500,3401
1704064060600,2901
1704064060700,6859
1704064060800,778
1704064060900,1703
1704064061000,3467
1704064061100,5762
1704064061200,3274
1704064061300,2453
1704064061400,2801
1704064061500,874
1704064061600,5062
1704064061700,3945
1704064061800,279
1704064061900,6572
1704064062000,4247
1704064062100,3460
1704064062200,3278
1704064062300,4331
1704064062400,1059
1704064062500,661
1704064062600,2706
1704064062700,3705
1704064062800,3869
1704064062900,2220
1704064063000,3693
1704064063100,6380
1704064063200,6911
1704064063300,4917
1704064063400,437
1704064063500,3773
1704064063600,5643
1704064063700,4514
1704064063800,2653
1704064063900,6970
1704064064000,6107
1704064064100,2453
1704064064200,4028
1704064064300,3250
1704064064400,5733
1704064064500,5563
1704064064600,1956
1704064064700,3039
1704064064800,2155
1704064064900,6416
1704064065000,4538
1704064065100,309
1704064065200,2265
1704064065300,4131
1704064065400,2111
1704064065500,6661
1704064065600,5398
1704064065700,6743
1704064065800,4663
1704064065900,698
1704064066000,515
1704064066100,265
1704064066200,2039
1704064066300,3789
1704064066400,2057
1704064066500,422
1704064066600,1875
1704064066700,3519
1704064066800,1339
1704064066900,3644
1704064067000,2653
1704064067100,5283
1704064067200,190
1704064067300,2219
1704064067400,6269
1704064067500,4690
1704064067600,6758
1704064067700,5460
1704064067800,5125
1704064067900,6765
1704064068000,4683
1704064068100,2393
1704064068200,5059
1704064068300,3022
1704064068400,2157
1704064068500,3499
1704064068600,6340
1704064068700,5016
1704064068800,2371
1704064068900,4160
1704064069000,2922
1704064069100,2001
1704064069200,895
1704064069300,6573
1704064069400,6391
1704064069500,1765
1704064069600,6351
1704064069700,2418
1704064069800,1805
1704064069900,5345
1704064070000,5879
1704064070100,698
1704064070200,107
1704064070300,1103
1704064070400,215
1704064070500,4589
1704064070600,5755
1704064070700,3905
1704064070800,1000
1704064070900,4532
1704064071000,2263
1704064071100,503
1704064071200,4450
1704064071300,1089
1704064071400,4301
1704064071500,5396
1704064071600,1646
1704064071700,6475
1704064071800,6904
1704064071900,2751
1704064072000,6489
1704064072100,4003
1704064072200,6295
1704064072300,705
1704064072400,6490
1704064072500,2857
1704064072600,348
1704064072700,948
1704064072800,469
1704064072900,4570
1704064073000,3773
1704064073100,3291
1704064073200,3256
1704064073300,4350
1704064073400,4085
1704064073500,1486
1704064073600,5895
1704064073700,6945
1704064073800,579
1704064073900,4054
1704064074000,150
1704064074100,3069
1704064074200,5250
1704064074300,6865
1704064074400,3024
1704064074500,3107
1704064074600,1028
1704064074700,1680
1704064074800,1652
1704064074900,6317
1704064075000,4413
1704064075100,3341
1704064075200,4091
1704064075300,5927
1704064075400,1248
1704064075500,3833
1704064075600,885
1704064075700,659
1704064075800,2641
1704064075900,763
1704064076000,3637
1704064076100,5068
1704064076200,1420
1704064076300,6911
1704064076400,6297
1704064076500,6361
1704064076600,5641
1704064076700,565
1704064076800,2498
1704064076900,4613
1704064077000,5221
1704064077100,6321
1704064077200,1719
1704064077300,1602
1704064077400,6500
1704064077500,3954
1704064077600,147
1704064077700,5822
1704064077800,2774
1704064077900,474
1704064078000,1989
1704064078100,6131
1704064078200,1570
1704064078300,6590
1704064078400,3956
1704064078500,5548
1704064078600,4325
1704064078700,6534
1704064078800,269
1704064078900,6920
1704064079000,2677
1704064079100,1598
1704064079200,514
1704064079300,1085
1704064079400,694
1704064079500,6316
1704064079600,4718
1704064079700,5579
1704064079800,6050
1704064079900,6765
1704064080000,5171
1704064080100,4129
1704064080200,4006
1704064080300,3738
1704064080400,4544
1704064080500,286
1704064080600,6032
1704064080700,4349
1704064080800,5384
1704064080900,1218
1704064081000,2964
1704064081100,4919
1704064081200,2020
1704064081300,6732
1704064081400,5943
1704064081500,5588
1704064081600,2798
1704064081700,3922
1704064081800,2011
1704064081900,488
1704064082000,6964
1704064082100,1621
1704064082200,2840
1704064082300,240
1704064082400,4333
1704064082500,1416
1704064082600,3700
1704064082700,3612
1704064082800,952
1704064082900,4199
1704064083000,6140
1704064083100,2169
1704064083200,1912
1704064083300,1427
1704064083400,2103
1704064083500,5878
1704064083600,2814
1704064083700,4663
1704064083800,1697
1704064083900,2068
1704064084000,2664
1704064084100,4566
1704064084200,1275
1704064084300,2627
1704064084400,1887
1704064084500,56
1704064084600,5387
1704064084700,1031
1704064084800,1071
1704064084900,3048
1704064085000,5635
1704064085100,6464
1704064085200,3990
1704064085300,2312
1704064085400,1315
1704064085500,6304
1704064085600,6563
1704064085700,538
1704064085800,5662
1704064085900,1828
1704064086000,3067
1704064086100,4340
1704064086200,205
1704064086300,2811
1704064086400,2714
1704064086500,1108
1704064086600,5999
1704064086700,2097
1704064086800,5671
1704064086900,3691
1704064087000,2076
1704064087100,2603
1704064087200,3055
1704064087300,3195
1704064087400,793
1704064087500,6230
1704064087600,959
1704064087700,469
1704064087800,3668
1704064087900,1895
1704064088000,1796
1704064088100,4075
1704064088200,3194
1704064088300,408
1704064088400,6043
1704064088500,1241
1704064088600,4010
1704064088700,4105
1704064088800,1729
1704064088900,5615
1704064089000,2472
1704064089100,496
1704064089200,5176
1704064089300,2735
1704064089400,5989
1704064089500,1950
1704064089600,4235
1704064089700,5108
1704064089800,6793
1704064089900,5265
1704064090000,5077
1704064090100,193
1704064090200,5705
1704064090300,5842
1704064090400,4476
1704064090500,1072
1704064090600,4881
1704064090700,3705
1704064090800,3019
1704064090900,1162
1704064091000,3076
1704064091100,3774
1704064091200,5287
1704064091300,1186
1704064091400,4035
1704064091500,2699
1704064091600,6050
1704064091700,3753
1704064091800,5181
1704064091900,3839
1704064092000,29
1704064092100,3652
1704064092200,4872
1704064092300,5462
1704064092400,517
1704064092500,3358
1704064092600,4676
1704064092700,5340
1704064092800,6595
1704064092900,3233
1704064093000,1860
1704064093100,3395
1704064093200,6593
1704064093300,2193
1704064093400,3410
1704064093500,6711
1704064093600,2201
1704064093700,2883
1704064093800,3896
1704064093900,5240
1704064094000,3414
1704064094100,5479
1704064094200,4344
1704064094300,2886
1704064094400,3710
1704064094500,2476
1704064094600,6791
1704064094700,3097
1704064094800,2215
1704064094900,6190
1704064095000,4048
1704064095100,1277
1704064095200,4153
1704064095300,683
1704064095400,81
1704064095500,3027
1704064095600,1888
1704064095700,1416
1704064095800,6541
1704064095900,4327
1704064096000,4499
1704064096100,3194
1704064096200,1668
1704064096300,118
1704064096400,2804
1704064096500,2478
1704064096600,2340
1704064096700,3542
1704064096800,2626
1704064096900,1350
1704064097000,6752
1704064097100,5483
1704064097200,597
1704064097300,5813
1704064097400,5586
1704064097500,2137
1704064097600,4482
1704064097700,1655
1704064097800,2967
1704064097900,1804
1704064098000,4467
1704064098100,2876
1704064098200,2563
1704064098300,443
1704064098400,5360
1704064098500,5390
1704064098600,6256
1704064098700,4986
1704064098800,5751
1704064098900,6180
1704064099000,1669
1704064099100,1618
1704064099200,249
1704064099300,5546
1704064099400,4437
1704064099500,2193
1704064099600,631
1704064099700,4626
1704064099800,114
1704064099900,224
1704064100000,4144
1704064100100,6716
1704064100200,6769
1704064100300,1765
1704064100400,6526
1704064100500,378
1704064100600,6948
1704064100700,5503
1704064100800,4391
1704064100900,6939
1704064101000,211
1704064101100,742
1704064101200,3146
1704064101300,5423
1704064101400,4717
1704064101500,5609
1704064101600,1952
1704064101700,6345
1704064101800,108
1704064101900,1358
1704064102000,4263
1704064102100,3049
1704064102200,2221
1704064102300,3869
1704064102400,4853
1704064102500,4429
1704064102600,4690
1704064102700,3364
1704064102800,6438
1704064102900,4053
1704064103000,3407
1704064103100,1290
1704064103200,2366
1704064103300,2556
1704064103400,3362
1704064103500,5954
1704064103600,2441
1704064103700,5505
1704064103800,6776
1704064103900,5339
1704064104000,6213
1704064104100,4762
1704064104200,2057
1704064104300,2924
1704064104400,1189
1704064104500,4187
1704064104600,1873
1704064104700,5834
1704064104800,4911
1704064104900,4239
1704064105000,1255
1704064105100,5539
1704064105200,4366
1704064105300,4989
1704064105400,5448
1704064105500,5029
1704064105600,661
1704064105700,140
1704064105800,6252
1704064105900,3429
1704064106000,3555
1704064106100,1004
1704064106200,3196
1704064106300,2560
1704064106400,1234
1704064106500,2551
1704064106600,6113
1704064106700,1365
1704064106800,6611
1704064106900,1007
1704064107000,2535
1704064107100,2412
1704064107200,3546
1704064107300,1892
1704064107400,745
1704064107500,2748
1704064107600,6879
1704064107700,3937
1704064107800,3645
1704064107900,1782
1704064108000,2538
1704064108100,1073
1704064108200,1380
1704064108300,4670
1704064108400,612
1704064108500,3618
1704064108600,4567
1704064108700,6106
1704064108800,6198
1704064108900,1817
1704064109000,3298
1704064109100,2201
1704064109200,3186
1704064109300,6577
1704064109400,49
1704064109500,304
1704064109600,6876
1704064109700,51
1704064109800,5402
1704064109900,994
1704064110000,2299
1704064110100,2524
1704064110200,3351
1704064110300,6701
1704064110400,5217
1704064110500,4711
1704064110600,2964
1704064110700,1310
1704064110800,3714
1704064110900,4045
1704064111000,5006
1704064111100,1300
1704064111200,1891
1704064111300,5705
1704064111400,6157
1704064111500,1644
1704064111600,6393
1704064111700,2906
1704064111800,5645
1704064111900,4630
1704064112000,6091
1704064112100,4141
1704064112200,3687
1704064112300,1271
1704064112400,3993
1704064112500,5451
1704064112600,2923
1704064112700,3315
1704064112800,4
1704064112900,5972
1704064113000,4519
1704064113100,1441
1704064113200,2125
1704064113300,42
1704064113400,3094
1704064113500,693
1704064113600,6473
1704064113700,4536
1704064113800,930
1704064113900,409
1704064114000,6295
1704064114100,1465
1704064114200,6505
1704064114300,1217
1704064114400,789
1704064114500,1747
1704064114600,4976
1704064114700,3905
1704064114800,5754
1704064114900,4791
1704064115000,6131
1704064115100,5109
1704064115200,831
1704064115300,1015
1704064115400,657
1704064115500,456
1704064115600,46
1704064115700,5254
1704064115800,4833
1704064115900,2970
1704064116000,1604
1704064116100,746
1704064116200,1034
1704064116300,5227
1704064116400,2718
1704064116500,2190
1704064116600,5273
1704064116700,306
1704064116800,3388
1704064116900,5718
1704064117000,5419
1704064117100,658
1704064117200,2656
1704064117300,6384
1704064117400,202
1704064117500,6528
1704064117600,6267
1704064117700,2477
1704064117800,6533
1704064117900,757
1704064118000,5697
1704064118100,4448
1704064118200,4439
1704064118300,1603
1704064118400,243
1704064118500,3640
1704064118600,625
1704064118700,1789
1704064118800,4554
1704064118900,1821
1704064119000,2573
1704064119100,332
1704064119200,933
1704064119300,3817
1704064119400,4963
1704064119500,4381
1704064119600,2365
1704064119700,233
1704064119800,6433
1704064119900,2186
1704064120000,944
1704064120100,4086
1704064120200,2656
1704064120300,3087
1704064120400,21
1704064120500,4098
1704064120600,1172
1704064120700,5426
1704064120800,5826
1704064120900,1238
1704064121000,1771
1704064121100,4371
1704064121200,2698
1704064121300,2201
1704064121400,6926
1704064121500,218
1704064121600,400
1704064121700,2234
1704064121800,2317
1704064121900,6603
1704064122000,4805
1704064122100,5152
1704064122200,3446
1704064122300,3884
1704064122400,2684
1704064122500,6105
1704064122600,3912
1704064122700,3655
1704064122800,4855
1704064122900,2181
1704064123000,1301
1704064123100,4188
1704064123200,2615
1704064123300,4715
1704064123400,957
1704064123500,3095
1704064123600,625
1704064123700,5418
1704064123800,5682
1704064123900,3913
1704064124000,5022
1704064124100,4294
1704064124200,349
1704064124300,2697
1704064124400,5697
1704064124500,3420
1704064124600,3467
1704064124700,4344
1704064124800,2657
1704064124900,3439
1704064125000,6858
1704064125100,6010
1704064125200,2741
1704064125300,1949
1704064125400,1731
1704064125500,2380
1704064125600,631
1704064125700,6730
1704064125800,2495
1704064125900,10
1704064126000,2583
1704064126100,336
1704064126200,533
1704064126300,5438
1704064126400,4434
1704064126500,2167
1704064126600,6371
1704064126700,3551
1704064126800,6645
1704064126900,1001
1704064127000,2854
1704064127100,3475
1704064127200,3252
1704064127300,4293
1704064127400,1253
1704064127500,2571
1704064127600,1512
1704064127700,3343
1704064127800,4503
1704064127900,3078
1704064128000,1361
1704064128100,6138
1704064128200,6776
1704064128300,5873
1704064128400,5973
1704064128500,1185
1704064128600,47
1704064128700,4060
1704064128800,6924
1704064128900,6847
1704064129000,257
1704064129100,5845
1704064129200,3865
1704064129300,327
1704064129400,1298
1704064129500,366
1704064129600,4067
1704064129700,629
1704064129800,3418
1704064129900,1757
1704064130000,4084
1704064130100,5674
1704064130200,3588
1704064130300,138
1704064130400,1578
1704064130500,4505
1704064130600,645
1704064130700,6716
1704064130800,4956
1704064130900,5601
1704064131000,5918
1704064131100,336
1704064131200,1554
1704064131300,443
1704064131400,646
1704064131500,3913
1704064131600,1698
1704064131700,4397
1704064131800,3028
1704064131900,4424
1704064132000,1697
1704064132100,3168
1704064132200,1764
1704064132300,77
1704064132400,3635
1704064132500,3863
1704064132600,3021
1704064132700,2735
1704064132800,2342
1704064132900,2000
1704064133000,526
1704064133100,6355
1704064133200,1250
1704064133300,4520
1704064133400,1607
1704064133500,6217
1704064133600,3924
1704064133700,2452
1704064133800,6707
1704064133900,403
1704064134000,2413
1704064134100,1917
1704064134200,5121
1704064134300,6348
1704064134400,1919
1704064134500,4548
1704064134600,4324
1704064134700,1299
1704064134800,1572
1704064134900,3505
1704064135000,2787
1704064135100,4537
1704064135200,1587
1704064135300,6064
1704064135400,4529
1704064135500,1471
1704064135600,6234
1704064135700,2698
1704064135800,2004
1704064135900,2134
1704064136000,5878
1704064136100,1128
1704064136200,6824
1704064136300,6236
1704064136400,1612
1704064136500,5854
1704064136600,2500
1704064136700,5703
1704064136800,6677
1704064136900,2941
1704064137000,4948
1704064137100,4374
1704064137200,197
1704064137300,6601
1704064137400,3859
1704064137500,2769
1704064137600,3169
1704064137700,3455
1704064137800,5701
1704064137900,2387
1704064138000,1918
1704064138100,2459
1704064138200,6514
1704064138300,6306
1704064138400,1934
1704064138500,2374
1704064138600,4104
1704064138700,6808
1704064138800,3944
1704064138900,2776
1704064139000,1144
1704064139100,5999
1704064139200,397
1704064139300,3358
1704064139400,6675
1704064139500,5428
1704064139600,2179
1704064139700,3373
1704064139800,1972
1704064139900,6420
1704064140000,1078
1704064140100,4806
1704064140200,4559
1704064140300,775
1704064140400,4455
1704064140500,5272
1704064140600,373
1704064140700,3613
1704064140800,2278
1704064140900,5232
1704064141000,202
1704064141100,4758
1704064141200,749
1704064141300,2744
1704064141400,1304
1704064141500,939
1704064141600,4027
1704064141700,4281
1704064141800,1354
1704064141900,5599
1704064142000,6673
1704064142100,3703
1704064142200,2440
1704064142300,6250
1704064142400,2476
1704064142500,4484
1704064142600,2510
1704064142700,5510
1704064142800,101
1704064142900,6384
1704064143000,5666
1704064143100,6880
1704064143200,2957
1704064143300,5033
1704064143400,543
1704064143500,5913
1704064143600,4098
1704064143700,726
1704064143800,4583
1704064143900,4151
1704064144000,82
1704064144100,6815
1704064144200,2056
1704064144300,2000
1704064144400,5520
1704064144500,1246
1704064144600,1765
1704064144700,2501
1704064144800,4695
1704064144900,5660
1704064145000,4668
1704064145100,6447
1704064145200,1563
1704064145300,5905
1704064145400,1950
1704064145500,2896
1704064145600,1690
1704064145700,514
1704064145800,4659
1704064145900,3698
1704064146000,6238
1704064146100,1313
1704064146200,1002
1704064146300,1072
1704064146400,4135
1704064146500,93
1704064146600,2196
1704064146700,889
1704064146800,122
1704064146900,2556
1704064147000,4995
1704064147100,3283
1704064147200,6682
1704064147300,6357
1704064147400,6334
1704064147500,1359
1704064147600,5084
1704064147700,3978
1704064147800,6578
1704064147900,6078
1704064148000,6088
1704064148100,6100
1704064148200,3817
1704064148300,3135
1704064148400,6601
1704064148500,6174
1704064148600,3839
1704064148700,3848
1704064148800,2854
1704064148900,3453
1704064149000,1918
1704064149100,2911
1704064149200,5779
1704064149300,2487
1704064149400,3925
1704064149500,4763
1704064149600,3884
1704064149700,2938
1704064149800,827
1704064149900,4633
1704064150000,2500
1704064150100,4782
1704064150200,1542
1704064150300,339
1704064150400,5588
1704064150500,6175
1704064150600,2795
1704064150700,2862
1704064150800,3203
1704064150900,4970
1704064151000,6902
1704064151100,3489
1704064151200,3356
1704064151300,910
1704064151400,2114
1704064151500,271
1704064151600,6763
1704064151700,2858
1704064151800,2686
1704064151900,1861
1704064152000,3412
1704064152100,4720
1704064152200,5212
1704064152300,6959
1704064152400,325
1704064152500,934
1704064152600,2189
1704064152700,401
1704064152800,4676
1704064152900,6888
1704064153000,599
1704064153100,4084
1704064153200,5818
1704064153300,6920
1704064153400,6906
1704064153500,1587
1704064153600,3914
1704064153700,3283
1704064153800,2113
1704064153900,5868
1704064154000,4313
1704064154100,6448
1704064154200,4744
1704064154300,4914
1704064154400,2612
1704064154500,551
1704064154600,6712
1704064154700,3610
1704064154800,2653
1704064154900,1751
1704064155000,4757
1704064155100,5345
1704064155200,2760
1704064155300,5144
1704064155400,1166
1704064155500,6615
1704064155600,3376
1704064155700,5333
1704064155800,1723
1704064155900,4949
1704064156000,3027
1704064156100,3412
1704064156200,2067
1704064156300,346
1704064156400,873
1704064156500,2613
1704064156600,838
1704064156700,4117
1704064156800,1376
1704064156900,3332
1704064157000,3581
1704064157100,1051
1704064157200,1214
1704064157300,1360
1704064157400,3723
1704064157500,3443
1704064157600,6728
1704064157700,150
1704064157800,6214
1704064157900,6807
1704064158000,3723
1704064158100,5133
1704064158200,6476
1704064158300,2436
1704064158400,4748
1704064158500,1734
1704064158600,6381
1704064158700,2786
1704064158800,1424
1704064158900,4261
1704064159000,6990
1704064159100,5056
1704064159200,3253
1704064159300,4999
1704064159400,3179
1704064159500,3164
1704064159600,260
1704064159700,4631
1704064159800,6041
1704064159900,3458
1704064160000,4777
1704064160100,3367
1704064160200,4044
1704064160300,3202
1704064160400,1465
1704064160500,6360
1704064160600,692
1704064160700,5035
1704064160800,6072
1704064160900,3418
1704064161000,4694
1704064161100,1742
1704064161200,1947
1704064161300,732
1704064161400,3944
1704064161500,4020
1704064161600,813
1704064161700,1047
1704064161800,3602
1704064161900,4803
1704064162000,5054
1704064162100,2007
1704064162200,2123
